Assembly	N_contigs_0_bp	N_contigs_1000_bp	N_contigs_5000_bp	N_contigs_10000_bp	N_contigs_25000_bp	N_contigs_50000_bp	Total_length_0_bp	Total_length_1000_bp	Total_length_5000_bp	Total_length_10000_bp	Total_length_25000_bp	Total_length_50000_bp	N_contigs	Largest_contig	Total_length	GC	N50	N75	L50	L75	N_N_s_per_100_kbp	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	dunno	species	useGenome
GCA_002211885	2	2	2	2	2	2	3583008	3583008	3583008	3583008	3583008	3583008	2	3520510	3583008	46.4	3520510	3520510	1	1	0	PRJNA391376	SAMN07267280	NA	na	1589	1589	Lactobacillus pentosus	strain=SLC13	NA	latest	Complete Genome	Major	Full	2017-06-30	ASM221188v1	National Yang Ming University	GCF_002211885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/211/885/GCA_002211885.1_ASM221188v1	NA	NA	pentosus	TRUE
GCA_002220175	1	1	1	1	1	1	3325676	3325676	3325676	3325676	3325676	3325676	1	3325676	3325676	44.52	3325676	3325676	1	1	0	PRJNA384998	SAMN06855883	NA	na	1590	1590	Lactobacillus plantarum	strain=dm	NA	latest	Complete Genome	Major	Full	2017-07-17	ASM222017v1	Boston University	GCF_002220175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/220/175/GCA_002220175.1_ASM222017v1	NA	NA	plantarum	TRUE
GCA_002220815	1	1	1	1	1	1	3040388	3040388	3040388	3040388	3040388	3040388	1	3040388	3040388	44.87	3040388	3040388	1	1	0	PRJNA379903	SAMN06622701	NA	na	1590	1590	Lactobacillus plantarum	strain=GB-LP1	NA	latest	Complete Genome	Major	Full	2017-07-18	ASM222081v1	seoul national university	GCF_002220815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/220/815/GCA_002220815.1_ASM222081v1	NA	NA	plantarum	TRUE
GCA_002234395	36	29	25	22	20	20	3301926	3297601	3290945	3270029	3237523	3237523	33	418516	3300925	44.4	219896	121921	6	11	10.06	PRJNA392920	SAMN07312274	NKRH00000000.1	na	1590	1590	Lactobacillus plantarum	strain=8 PA 3	NA	latest	Scaffold	Major	Full	2017-07-27	ASM223439v1	ICBFM SB RAS	GCF_002234395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/395/GCA_002234395.1_ASM223439v1	NA	NA	plantarum	TRUE
GCA_002249825	66	55	40	32	19	15	3368579	3359630	3328064	3268326	3044032	2889874	66	575210	3368579	44.3	193387	113367	5	11	2.64	PRJNA310044	SAMN04445749	LRUO00000000.1	na	1590	1590	Lactobacillus plantarum	strain=A6	NA	latest	Contig	Major	Full	2017-08-11	ASM224982v1	RMIT University	GCF_002249825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/249/825/GCA_002249825.1_ASM224982v1	NA	NA	plantarum	TRUE
GCA_002286275	3	3	3	3	2	2	3329954	3329954	3329954	3329954	3310370	3310370	3	3259858	3329954	44.44	3259858	3259858	1	1	0	PRJNA340346	SAMN05631073	NA	na	1590	1590	Lactobacillus plantarum	strain=LP3	NA	latest	Complete Genome	Major	Full	2017-09-05	ASM228627v1	Korea Food Research Institute	GCF_002286275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/275/GCA_002286275.1_ASM228627v1	NA	NA	plantarum	TRUE
GCA_002290185	5	5	5	5	4	3	3581586	3581586	3581586	3581586	3568531	3527297	5	3407160	3581586	44.2	3407160	3407160	1	1	0	PRJNA397225	SAMN07593867	NA	na	1590	1590	Lactobacillus plantarum	strain=BDGP2	NA	latest	Complete Genome	Major	Full	2017-09-12	ASM229018v1	Lawrence Berkeley National Laboratory	GCF_002290185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/290/185/GCA_002290185.1_ASM229018v1	NA	NA	plantarum	TRUE
GCA_002370925	44	34	23	19	17	11	3195477	3188856	3166444	3137440	3110893	2865565	44	753329	3195477	44.54	281149	146330	4	7	0	PRJNA340086	SAMN05645847	NQNI00000000.1	na	1590	1590	Lactobacillus plantarum	strain=Lp820	NA	latest	Contig	Major	Full	2017-09-26	ASM237092v1	Karolinska Institutet	GCF_002370925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/370/925/GCA_002370925.1_ASM237092v1	NA	NA	plantarum	TRUE
GCA_002370965	28	23	18	16	15	10	3212397	3208995	3199329	3185413	3163039	2979330	28	528924	3212397	44.48	392546	253112	4	6	0	PRJNA340086	SAMN05645851	NQNE00000000.1	na	1590	1590	Lactobacillus plantarum	strain=ATCC 8014	NA	latest	Contig	Major	Full	2017-09-26	ASM237096v1	Karolinska Institutet	GCF_002370965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/370/965/GCA_002370965.1_ASM237096v1	NA	NA	plantarum	TRUE
GCA_002370985	46	42	37	35	22	18	3392372	3389682	3380078	3368851	3147646	2999528	46	464114	3392372	44.32	177777	99210	7	13	7.07	PRJNA340086	SAMN05645839	NQNQ00000000.1	na	1590	1590	Lactobacillus plantarum	strain=Lp510	NA	latest	Scaffold	Major	Full	2017-09-26	ASM237098v1	Karolinska Institutet	GCF_002370985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/370/985/GCA_002370985.1_ASM237098v1	NA	NA	plantarum	TRUE
GCA_002407395	84	84	67	57	38	20	3182431	3182431	3137801	3065087	2743973	2069798	84	335520	3182431	44.45	70200	40454	12	28	0	PRJNA378763	SAMN06561695	NDXC00000000.1	na	1590	1590	Lactobacillus plantarum	strain=NI326	NA	latest	Contig	Major	Full	2017-10-02	ASM240739v1	University College Cork	GCF_002407395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/407/395/GCA_002407395.1_ASM240739v1	NA	NA	plantarum	TRUE
GCA_002532115	58	54	44	43	32	20	3343256	3340362	3315978	3307352	3130101	2661752	58	306783	3343256	44.41	129563	62524	9	18	0	PRJNA388578	SAMN07179270	NIGG00000000.1	na	1590	1590	Lactobacillus plantarum	strain=D13	NA	latest	Contig	Major	Full	2017-10-12	ASM253211v1	IGA Technology Services Srl	GCF_002532115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/532/115/GCA_002532115.1_ASM253211v1	NA	NA	plantarum	TRUE
GCA_002532125	98	81	55	42	34	23	3272939	3259814	3204717	3107628	2983314	2550928	98	218313	3272939	44.47	102066	59714	11	22	1.89	PRJNA388578	SAMN07179269	NIGH00000000.1	na	1590	1590	Lactobacillus plantarum	strain=SF15C	NA	latest	Scaffold	Major	Full	2017-10-12	ASM253212v1	IGA Technology Services Srl	GCF_002532125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/532/125/GCA_002532125.1_ASM253212v1	NA	NA	plantarum	TRUE
GCA_002576835	3	3	3	3	3	3	3452904	3452904	3452904	3452904	3452904	3452904	3	3342669	3452904	44.33	3342669	3342669	1	1	0	PRJNA413663	SAMN07760023	NA	na	1590	1590	Lactobacillus plantarum	strain=PC520	NA	latest	Complete Genome	Major	Full	2017-10-18	ASM257683v1	Northwest A&F University	GCF_002576835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/576/835/GCA_002576835.1_ASM257683v1	NA	NA	plantarum	TRUE
GCA_002631775	71	31	28	25	21	14	3254764	3234760	3228424	3204262	3116715	2865872	48	528679	3245080	44.5	229667	104013	5	10	0	PRJNA247443	SAMN02777132	LJDC00000000.1	na	1590	1590	Lactobacillus plantarum	strain=ATCC 8014	NA	latest	Scaffold	Major	Full	2017-10-23	ASM263177v1	Massey University	GCF_002631775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/631/775/GCA_002631775.1_ASM263177v1	NA	NA	plantarum	TRUE
GCA_002735815	65	38	30	28	23	19	3214747	3204260	3186715	3171763	3100377	2962585	43	442270	3207389	44.47	194886	79393	5	11	0	PRJNA415564	SAMN07829376	PEBE00000000.1	na	1590	1590	Lactobacillus plantarum	strain=FlyG2.1.8	NA	latest	Contig	Major	Full	2017-10-29	ASM273581v1	Institute of Functional Genomics Lyon (IGFL)	GCF_002735815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/735/815/GCA_002735815.1_ASM273581v1	NA	NA	plantarum	TRUE
GCA_002737745	66	43	36	34	28	22	3214310	3204700	3189657	3174765	3069541	2852079	49	285299	3208521	44.47	147994	94428	9	16	0	PRJNA415776	SAMN07834049	PEGK00000000.1	na	1590	1590	Lactobacillus plantarum	strain=FlyG8.1.1	NA	latest	Contig	Major	Full	2017-10-30	ASM273774v1	Institute of Functional Genomics Lyon (IGFL)	GCF_002737745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/737/745/GCA_002737745.1_ASM273774v1	NA	NA	plantarum	TRUE
GCA_002737775	70	47	39	37	28	20	3211152	3202105	3183923	3169025	3030620	2696377	52	435414	3205334	44.47	134449	75054	8	16	0	PRJNA415777	SAMN07834050	PEGL00000000.1	na	1590	1590	Lactobacillus plantarum	strain=FlyG8.1.2	NA	latest	Contig	Major	Full	2017-10-30	ASM273777v1	Institute of Functional Genomics Lyon (IGFL)	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/737/775/GCA_002737775.1_ASM273777v1	many frameshifted proteins	NA	plantarum	TRUE
GCA_002737825	80	47	39	36	27	25	3218086	3205768	3188418	3167618	3027028	2947850	52	442878	3209246	44.47	110139	74732	8	17	0	PRJNA415778	SAMN07834051	PEGM00000000.1	na	1590	1590	Lactobacillus plantarum	strain=FlyG9.1.4	NA	latest	Contig	Major	Full	2017-10-30	ASM273782v1	Institute of Functional Genomics Lyon (IGFL)	GCF_002737825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/737/825/GCA_002737825.1_ASM273782v1	NA	NA	plantarum	TRUE
GCA_002737835	73	47	38	35	26	20	3213233	3203187	3184070	3163546	3032596	2799547	51	398584	3205835	44.47	134082	94395	8	15	0	PRJNA415779	SAMN07834052	PEGN00000000.1	na	1590	1590	Lactobacillus plantarum	strain=FlyG10.1.5	NA	latest	Contig	Major	Full	2017-10-30	ASM273783v1	Institute of Functional Genomics Lyon (IGFL)	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/737/835/GCA_002737835.1_ASM273783v1	many frameshifted proteins	NA	plantarum	TRUE
GCA_002737845	63	40	32	29	22	20	3213323	3206130	3190150	3169679	3072727	2999082	41	442253	3206694	44.47	193598	91815	6	12	0	PRJNA415784	SAMN07834056	PEGR00000000.1	na	1590	1590	Lactobacillus plantarum	strain=FlyG20.1.4	NA	latest	Contig	Major	Full	2017-10-30	ASM273784v1	Institute of Functional Genomics Lyon (IGFL)	GCF_002737845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/737/845/GCA_002737845.1_ASM273784v1	NA	NA	plantarum	TRUE
GCA_002737885	28	20	16	15	12	12	3223372	3219269	3209369	3202021	3143497	3143497	24	676834	3221950	44.47	458358	221376	3	6	0	PRJNA415790	SAMN07834128	PEGU00000000.1	na	1590	1590	Lactobacillus plantarum	strain=FlyG20.2.6	NA	latest	Contig	Major	Full	2017-10-30	ASM273788v1	Institute of Functional Genomics Lyon (IGFL)	GCF_002737885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/737/885/GCA_002737885.1_ASM273788v1	NA	NA	plantarum	TRUE
GCA_002737905	28	18	14	13	11	11	3223360	3219472	3210521	3203173	3166044	3166044	22	691495	3221731	44.47	479226	226264	3	6	0	PRJNA415789	SAMN07834125	PEGT00000000.1	na	1590	1590	Lactobacillus plantarum	strain=FlyG11.2.6	NA	latest	Contig	Major	Full	2017-10-30	ASM273790v1	Institute of Functional Genomics Lyon (IGFL)	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/737/905/GCA_002737905.1_ASM273790v1	many frameshifted proteins	NA	plantarum	TRUE
GCA_002737925	73	50	41	38	29	23	3212878	3203874	3184503	3164271	3023127	2776095	55	365077	3207029	44.47	104966	75033	10	18	0	PRJNA415787	SAMN07834089	PEGS00000000.1	na	1590	1590	Lactobacillus plantarum	strain=FlyG9.2.5	NA	latest	Contig	Major	Full	2017-10-30	ASM273792v1	Institute of Functional Genomics Lyon (IGFL)	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/737/925/GCA_002737925.1_ASM273792v1	many frameshifted proteins	NA	plantarum	TRUE
GCA_002737935	77	45	38	36	27	18	3216017	3203865	3190171	3175609	3030766	2696854	49	444862	3206439	44.48	152006	93650	7	14	0	PRJNA415791	SAMN07834139	PEGV00000000.1	na	1590	1590	Lactobacillus plantarum	strain=DietG20.1.2	NA	latest	Contig	Major	Full	2017-10-30	ASM273793v1	Institute of Functional Genomics Lyon (IGFL)	GCF_002737935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/737/935/GCA_002737935.1_ASM273793v1	NA	NA	plantarum	TRUE
GCA_002737965	72	46	38	34	27	21	3214424	3203088	3186258	3160109	3055845	2833445	53	537302	3207562	44.47	133664	75088	8	15	0	PRJNA415782	SAMN07834055	PEGQ00000000.1	na	1590	1590	Lactobacillus plantarum	strain=FlyG11.1.6	NA	latest	Contig	Major	Full	2017-10-30	ASM273796v1	Institute of Functional Genomics Lyon (IGFL)	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/737/965/GCA_002737965.1_ASM273796v1	many frameshifted proteins	NA	plantarum	TRUE
GCA_002737975	69	45	38	36	26	20	3214116	3204772	3190045	3175092	3018002	2777291	49	324530	3207282	44.47	152483	94482	8	15	0	PRJNA415781	SAMN07834054	PEGP00000000.1	na	1590	1590	Lactobacillus plantarum	strain=FlyG11.1.2	NA	latest	Contig	Major	Full	2017-10-30	ASM273797v1	Institute of Functional Genomics Lyon (IGFL)	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/737/975/GCA_002737975.1_ASM273797v1	many frameshifted proteins	NA	plantarum	TRUE
GCA_002737995	73	44	34	31	21	19	3215965	3205606	3186290	3165768	3011496	2937786	47	442266	3207286	44.47	215473	101129	6	11	0	PRJNA415796	SAMN07834417	PEGW00000000.1	na	1590	1590	Lactobacillus plantarum	strain=DietG20.2.2_EE	NA	latest	Contig	Major	Full	2017-10-30	ASM273799v1	Institute of Functional Genomics Lyon (IGFL)	GCF_002737995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/737/995/GCA_002737995.1_ASM273799v1	NA	NA	plantarum	TRUE
GCA_002738045	67	45	38	34	26	20	3212369	3202710	3187281	3160742	3016645	2787581	52	435765	3207231	44.47	133979	79399	7	15	0	PRJNA415780	SAMN07834053	PEGO00000000.1	na	1590	1590	Lactobacillus plantarum	strain=FlyG10.1.9	NA	latest	Contig	Major	Full	2017-10-30	ASM273804v1	Institute of Functional Genomics Lyon (IGFL)	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/738/045/GCA_002738045.1_ASM273804v1	many frameshifted proteins	NA	plantarum	TRUE
GCA_002738055	68	42	33	30	22	20	3216429	3206874	3188711	3168189	3049843	2976270	44	442257	3208359	44.47	155724	81217	6	12	0	PRJNA415771	SAMN07834046	PEGI00000000.1	na	1590	1590	Lactobacillus plantarum	strain=FlyG3.1.8	NA	latest	Contig	Major	Full	2017-10-30	ASM273805v1	Institute of Functional Genomics Lyon (IGFL)	GCF_002738055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/738/055/GCA_002738055.1_ASM273805v1	NA	NA	plantarum	TRUE
GCA_002738065	68	48	40	37	30	21	3211316	3203114	3186738	3165847	3046783	2687381	52	462284	3205707	44.47	122362	64235	9	17	0	PRJNA415774	SAMN07834047	PEGJ00000000.1	na	1590	1590	Lactobacillus plantarum	strain=FlyG7.1.6	NA	latest	Contig	Major	Full	2017-10-30	ASM273806v1	Institute of Functional Genomics Lyon (IGFL)	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/738/065/GCA_002738065.1_ASM273806v1	many frameshifted proteins	NA	plantarum	TRUE
GCA_002749655	5	5	5	3	3	1	3309473	3309473	3309473	3291392	3291392	3202808	5	3202808	3309473	44.47	3202808	3202808	1	1	0.06	PRJNA415899	SAMN07837328	NA	na	1590	1590	Lactobacillus plantarum	strain=ATCC 8014	NA	latest	Complete Genome	Major	Full	2017-11-03	ASM274965v1	Huazhong Agricultural University	GCF_002749655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/749/655/GCA_002749655.1_ASM274965v1	NA	NA	plantarum	TRUE
GCA_002749875	74	74	61	56	39	27	3325323	3325323	3278371	3240302	2990272	2537101	74	284596	3325323	44.33	79757	50263	14	27	1.5	PRJNA343164	SAMN05717724	MKDB00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-393	NA	latest	Scaffold	Major	Full	2017-11-03	ASM274987v1	ETH Zurich	GCF_002749875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/749/875/GCA_002749875.1_ASM274987v1	NA	NA	plantarum	TRUE
GCA_002750575	72	72	63	55	41	19	3256720	3256720	3223145	3161235	2957046	2132051	72	338008	3256720	44.38	89957	42145	12	27	2.03	PRJNA343164	SAMN05717720	MKDA00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-191	NA	latest	Scaffold	Major	Full	2017-11-03	ASM275057v1	ETH Zurich	GCF_002750575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/750/575/GCA_002750575.1_ASM275057v1	NA	NA	plantarum	TRUE
GCA_002750675	25	25	24	20	17	17	3214485	3214485	3211676	3187084	3127839	3127839	25	691110	3214485	44.48	242276	152844	5	9	5.97	PRJNA343164	SAMN05717751	MKDW00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-203	NA	latest	Scaffold	Major	Full	2017-11-03	ASM275067v1	ETH Zurich	GCF_002750675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/750/675/GCA_002750675.1_ASM275067v1	NA	NA	plantarum	TRUE
GCA_002750695	69	69	57	47	35	25	3207315	3207315	3172004	3101936	2936185	2539252	69	265708	3207315	44.44	84892	53590	12	23	1.31	PRJNA343164	SAMN05717752	MKDX00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-265	NA	latest	Contig	Major	Full	2017-11-03	ASM275069v1	ETH Zurich	GCF_002750695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/750/695/GCA_002750695.1_ASM275069v1	NA	NA	plantarum	TRUE
GCA_002751765	113	113	94	79	47	20	3123746	3123746	3061338	2941545	2435925	1410727	113	110565	3123746	44.56	47640	27295	24	44	0.83	PRJNA343164	SAMN05717712	MJHE00000000.1	na	1590	1590	Lactobacillus plantarum	strain=RI-029	NA	latest	Contig	Major	Full	2017-11-03	ASM275176v1	ETH Zurich	GCF_002751765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/751/765/GCA_002751765.1_ASM275176v1	NA	NA	plantarum	TRUE
GCA_002751855	73	73	69	59	39	26	3669812	3669812	3652308	3577167	3214270	2769713	73	212001	3669812	46.25	91063	51407	14	26	1.99	PRJNA343164	SAMN05717713	MJHF00000000.1	na	1589	1589	Lactobacillus pentosus	strain=RI-031	NA	latest	Contig	Major	Full	2017-11-03	ASM275185v1	ETH Zurich	GCF_002751855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/751/855/GCA_002751855.1_ASM275185v1	NA	NA	pentosus	TRUE
GCA_002850015	6	6	6	6	2	1	3676811	3676811	3676811	3676811	3625429	3591251	6	3591251	3676811	46.18	3591251	3591251	1	1	0	PRJNA329412	SAMN05412454	NA	na	1589	1589	Lactobacillus pentosus	strain=BGM48	NA	latest	Complete Genome	Major	Full	2018-01-03	ASM285001v1	UC Davis	GCF_002850015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/015/GCA_002850015.1_ASM285001v1	NA	NA	pentosus	TRUE
GCA_002868755	4	4	4	4	4	3	3330006	3330006	3330006	3330006	3330006	3302148	4	3174864	3330006	44.55	3174864	3174864	1	1	0	PRJNA427839	SAMN08274863	NA	na	1590	1590	Lactobacillus plantarum	strain=KC3	NA	latest	Complete Genome	Major	Full	2018-01-09	ASM286875v1	Handong Global University	GCF_002868755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/868/755/GCA_002868755.1_ASM286875v1	NA	NA	plantarum	TRUE
GCA_002868775	2	2	2	2	2	2	3373076	3373076	3373076	3373076	3373076	3373076	2	3312096	3373076	44.49	3312096	3312096	1	1	0	PRJNA427842	SAMN08274873	NA	na	1590	1590	Lactobacillus plantarum	strain=K259	NA	latest	Complete Genome	Major	Full	2018-01-09	ASM286877v1	Handong Global University	GCF_002868775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/868/775/GCA_002868775.1_ASM286877v1	NA	NA	plantarum	TRUE
GCA_002872355	12	12	10	8	7	7	3135832	3135832	3130545	3113922	3102372	3102372	12	860460	3135832	44.71	505337	471434	3	4	0	PRJNA391822	SAMN07276621	NJPU00000000.1	na	337330	1590	Lactobacillus plantarum subsp. plantarum	strain=SRCM101520	NA	latest	Contig	Major	Full	2018-01-10	ASM287235v1	Microbial Institute for Fermentation Industry	GCF_002872355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/872/355/GCA_002872355.1_ASM287235v1	NA	NA	plantarum	TRUE
GCA_002895245	1	1	1	1	1	1	3198690	3198690	3198690	3198690	3198690	3198690	1	3198690	3198690	44.59	3198690	3198690	1	1	0	PRJNA429501	SAMN08348227	NA	na	1590	1590	Lactobacillus plantarum	strain=LM1004	NA	latest	Complete Genome	Major	Full	2018-01-22	ASM289524v1	Hyun Su Kim	GCF_002895245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/895/245/GCA_002895245.1_ASM289524v1	NA	NA	plantarum	TRUE
GCA_002897175	98	74	54	45	32	21	3521459	3508149	3460840	3392934	3195090	2792260	86	540462	3516559	43.55	118286	54980	8	19	153.36	PRJDB5609	SAMD00076650	BDOR00000000.1	na	60520	60520	Lactobacillus paraplantarum	strain=D2-1	NA	latest	Scaffold	Major	Full	2018-01-11	ASM289717v1	Department of Food and Cosmetic Science, Faculty of Bioindustry, Tokyo University of Agriculture	GCF_002897175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/897/175/GCA_002897175.1_ASM289717v1	NA	NA	paraplantarum	TRUE
GCA_002906095	130	121	100	82	48	19	3187727	3182356	3134393	2994146	2379555	1354045	127	111386	3186688	44.56	41482	24864	25	49	0	PRJNA391848	SAMN07276889	NKCZ00000000.1	na	337330	1590	Lactobacillus plantarum subsp. plantarum	strain=SRCM101258	NA	latest	Contig	Major	Full	2018-01-29	ASM290609v1	Microbial Institute for Fermentation Industry	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/906/095/GCA_002906095.1_ASM290609v1	many frameshifted proteins	NA	plantarum	TRUE
GCA_002906875	4	4	4	3	3	3	3541869	3541869	3541869	3533657	3533657	3533657	4	3359427	3541869	44.14	3359427	3359427	1	1	0	PRJNA430233	SAMN08367724	NA	na	337330	1590	Lactobacillus plantarum subsp. plantarum	strain=LB1-2	NA	latest	Complete Genome	Major	Full	2018-01-30	ASM290687v1	University of Alberta	GCF_002906875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/906/875/GCA_002906875.1_ASM290687v1	NA	NA	plantarum	TRUE
GCA_002914965	19	19	19	17	15	13	3200023	3200023	3200023	3186817	3146484	3085250	19	835832	3200023	44.5	794322	150553	2	6	0.06	PRJNA388854	SAMN07187784	NIGV00000000.1	na	1590	1590	Lactobacillus plantarum	strain=LMG S-29189	NA	latest	Contig	Major	Full	2018-02-02	ASM291496v1	CDI investments	GCF_002914965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/914/965/GCA_002914965.1_ASM291496v1	NA	NA	plantarum	TRUE
GCA_002920935	83	76	46	37	26	17	3292376	3287082	3206378	3137395	2961726	2655304	83	321800	3292376	44.29	155005	75304	7	14	0	PRJNA416151	SAMN07943318	PEKI00000000.1	na	1590	1590	Lactobacillus plantarum	strain=JMCC0013	NA	latest	Contig	Major	Full	2018-02-07	ASM292093v1	Institute of Disease Control and Prevention	GCF_002920935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/920/935/GCA_002920935.1_ASM292093v1	NA	NA	plantarum	TRUE
GCA_002943545	7	7	6	5	5	3	3407054	3407054	3403063	3393250	3393250	3322476	7	3190599	3407054	44.38	3190599	3190599	1	1	0	PRJNA422175	SAMN08166740	NA	na	1590	1590	Lactobacillus plantarum	strain=X7021	NA	latest	Complete Genome	Major	Full	2017-12-23	ASM294354v1	School of Biological Engineering	GCF_002943545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/943/545/GCA_002943545.1_ASM294354v1	NA	NA	plantarum	TRUE
GCA_002948215	1	1	1	1	1	1	3291849	3291849	3291849	3291849	3291849	3291849	1	3291849	3291849	44.5	3291849	3291849	1	1	0	PRJNA433601	SAMN08512091	NA	na	1590	1590	Lactobacillus plantarum	strain=KC28	NA	latest	Complete Genome	Major	Full	2018-02-19	ASM294821v1	Handong Global University	GCF_002948215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/948/215/GCA_002948215.1_ASM294821v1	NA	NA	plantarum	TRUE
GCA_002993385	166	95	56	44	35	26	3812553	3785737	3705033	3620042	3473717	3138740	109	546559	3795760	46	106245	64452	10	21	80.48	PRJNA436944	SAMN08636330	PVNZ00000000.1	na	1589	1589	Lactobacillus pentosus	strain=IG4	NA	latest	Scaffold	Major	Full	2018-03-11	ASM299338v1	Instituto de la Grasa-CSIC	GCF_002993385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/993/385/GCA_002993385.1_ASM299338v1	NA	NA	pentosus	TRUE
GCA_002993395	352	160	92	69	42	23	3809674	3735729	3581742	3414476	2957225	2255187	203	287078	3766555	45.85	66508	29993	17	38	67.67	PRJNA436944	SAMN08636333	PVNW00000000.1	na	1589	1589	Lactobacillus pentosus	strain=IG7	NA	latest	Scaffold	Major	Full	2018-03-11	ASM299339v1	Instituto de la Grasa-CSIC	GCF_002993395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/993/395/GCA_002993395.1_ASM299339v1	NA	NA	pentosus	TRUE
GCA_002993425	111	67	45	34	29	23	3931956	3912701	3865674	3791060	3716563	3511871	81	627813	3922808	45.82	212149	83947	6	14	138.88	PRJNA436944	SAMN08636329	PVOA00000000.1	na	1589	1589	Lactobacillus pentosus	strain=IG3	NA	latest	Scaffold	Major	Full	2018-03-11	ASM299342v1	Instituto de la Grasa-CSIC	GCF_002993425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/993/425/GCA_002993425.1_ASM299342v1	NA	NA	pentosus	TRUE
